Date,Apple
2002-08-30,0.9229
2002-09-03,0.8791
2002-09-04,0.906
2002-09-05,0.8872
2002-09-06,0.8997
2002-09-09,0.8991
2002-09-10,0.8966
2002-09-11,0.8941
2002-09-12,0.8847
2002-09-13,0.8866
2002-09-16,0.9072
2002-09-17,0.926
2002-09-18,0.9397
2002-09-19,0.9122
2002-09-20,0.9304
2002-09-23,0.9291
2002-09-24,0.916
2002-09-25,0.9341
2002-09-26,0.9197
2002-09-27,0.921
2002-09-30,0.9072
2002-10-01,0.9078
2002-10-02,0.8866
2002-10-03,0.8947
2002-10-04,0.8778
2002-10-07,0.8615
2002-10-08,0.8565
2002-10-09,0.8509
2002-10-10,0.8834
2002-10-11,0.9078
2002-10-14,0.9241
2002-10-15,0.9485
2002-10-16,0.911
2002-10-17,0.8828
2002-10-18,0.8972
2002-10-21,0.911
2002-10-22,0.9197
2002-10-23,0.931
2002-10-24,0.9191
2002-10-25,0.9648
2002-10-28,0.9767
2002-10-29,0.966
2002-10-30,0.9998
2002-10-31,1.0054
2002-11-01,1.0236
2002-11-04,1.0567
2002-11-05,1.0574
2002-11-06,1.0774
2002-11-07,1.0011
2002-11-08,0.9911
2002-11-11,0.9485
2002-11-12,0.9785
2002-11-13,0.9754
2002-11-14,1.0198
2002-11-15,0.9979
2002-11-18,0.9792
2002-11-19,0.9554
2002-11-20,0.9717
2002-11-21,1.023
2002-11-22,1.0017
2002-11-25,0.9992
2002-11-26,0.9641
2002-11-27,0.9835
2002-11-29,0.9698
2002-12-02,0.9498
2002-12-03,0.9485
2002-12-04,0.9366
2002-12-05,0.9153
2002-12-06,0.9354
2002-12-09,0.9229
2002-12-10,0.956
2002-12-11,0.9692
2002-12-12,0.9504
2002-12-13,0.9254
2002-12-16,0.9291
2002-12-17,0.9435
2002-12-18,0.9116
2002-12-19,0.8884
2002-12-20,0.8847
2002-12-23,0.9066
2002-12-24,0.8985
2002-12-26,0.901
2002-12-27,0.8797
2002-12-30,0.8803
2002-12-31,0.8966
2003-01-02,0.926
2003-01-03,0.9322
2003-01-06,0.9322
2003-01-07,0.9291
2003-01-08,0.9103
2003-01-09,0.9185
2003-01-10,0.921
2003-01-13,0.9153
2003-01-14,0.9141
2003-01-15,0.9028
2003-01-16,0.9147
2003-01-17,0.8822
2003-01-21,0.8772
2003-01-22,0.8684
2003-01-23,0.8866
2003-01-24,0.8634
2003-01-27,0.8841
2003-01-28,0.9122
2003-01-29,0.9122
2003-01-30,0.896
2003-01-31,0.8985
2003-02-03,0.9172
2003-02-04,0.9135
2003-02-05,0.9041
2003-02-06,0.9028
2003-02-07,0.8853
2003-02-10,0.8978
2003-02-11,0.8978
2003-02-12,0.9003
2003-02-13,0.9097
2003-02-14,0.9178
2003-02-18,0.9554
2003-02-19,0.9291
2003-02-20,0.9241
2003-02-21,0.9385
2003-02-24,0.9222
2003-02-25,0.9397
2003-02-26,0.9072
2003-02-27,0.9297
2003-02-28,0.9391
2003-03-03,0.9166
2003-03-04,0.911
2003-03-05,0.9147
2003-03-06,0.911
2003-03-07,0.9091
2003-03-10,0.8991
2003-03-11,0.8903
2003-03-12,0.8897
2003-03-13,0.921
2003-03-14,0.9247
2003-03-17,0.9391
2003-03-18,0.9385
2003-03-19,0.9354
2003-03-20,0.9329
2003-03-21,0.9385
2003-03-24,0.8991
2003-03-25,0.9103
2003-03-26,0.9016
2003-03-27,0.9066
2003-03-28,0.9116
2003-03-31,0.8847
2003-04-01,0.8859
2003-04-02,0.9135
2003-04-03,0.9047
2003-04-04,0.9016
2003-04-07,0.9066
2003-04-08,0.9041
2003-04-09,0.8878
2003-04-10,0.8991
2003-04-11,0.8259
2003-04-14,0.8497
2003-04-15,0.8378
2003-04-16,0.8284
2003-04-17,0.8209
2003-04-21,0.8221
2003-04-22,0.8453
2003-04-23,0.8497
2003-04-24,0.8409
2003-04-25,0.8353
2003-04-28,0.8672
2003-04-29,0.8797
2003-04-30,0.8897
2003-05-01,0.8985
2003-05-02,0.9041
2003-05-05,1.0067
2003-05-06,1.0949
2003-05-07,1.1043
2003-05-08,1.1262
2003-05-09,1.145
2003-05-12,1.1612
2003-05-13,1.1681
2003-05-14,1.1606
2003-05-15,1.1719
2003-05-16,1.1762
2003-05-19,1.1325
2003-05-20,1.1131
2003-05-21,1.1168
2003-05-22,1.1412
2003-05-23,1.1462
2003-05-27,1.1813
2003-05-28,1.1437
2003-05-29,1.1325
2003-05-30,1.1231
2003-06-02,1.0918
2003-06-03,1.083
2003-06-04,1.1012
2003-06-05,1.1037
2003-06-06,1.073
2003-06-09,1.0505
2003-06-10,1.0749
2003-06-11,1.0918
2003-06-12,1.1118
2003-06-13,1.0899
2003-06-16,1.1431
2003-06-17,1.1381
2003-06-18,1.1963
2003-06-19,1.1975
2003-06-20,1.2013
2003-06-23,1.1925
2003-06-24,1.175
2003-06-25,1.1944
2003-06-26,1.2069
2003-06-27,1.1719
2003-06-30,1.1925
2003-07-01,1.1944
2003-07-02,1.2057
2003-07-03,1.1969
2003-07-07,1.2432
2003-07-08,1.2764
2003-07-09,1.2444
2003-07-10,1.225
2003-07-11,1.2419
2003-07-14,1.2451
2003-07-15,1.2269
2003-07-16,1.2432
2003-07-17,1.3076
2003-07-18,1.3051
2003-07-21,1.2895
2003-07-22,1.3014
2003-07-23,1.3008
2003-07-24,1.2832
2003-07-25,1.3477
2003-07-28,1.3133
2003-07-29,1.2964
2003-07-30,1.2688
2003-07-31,1.3189
2003-08-01,1.297
2003-08-04,1.327
2003-08-05,1.2751
2003-08-06,1.2282
2003-08-07,1.2469
2003-08-08,1.2288
2003-08-11,1.2301
2003-08-12,1.2326
2003-08-13,1.2626
2003-08-14,1.2495
2003-08-15,1.2332
2003-08-18,1.2726
2003-08-19,1.2713
2003-08-20,1.3145
2003-08-21,1.3564
2003-08-22,1.3064
2003-08-25,1.3051
2003-08-26,1.317
2003-08-27,1.3439
2003-08-28,1.3883
2003-08-29,1.4146
2003-09-02,1.4296
2003-09-03,1.4359
2003-09-04,1.4284
2003-09-05,1.4077
2003-09-08,1.4228
2003-09-09,1.3996
2003-09-10,1.3877
2003-09-11,1.4115
2003-09-12,1.4453
2003-09-15,1.3896
2003-09-16,1.399
2003-09-17,1.384
2003-09-18,1.4315
2003-09-19,1.4127
2003-09-22,1.3815
2003-09-23,1.4034
2003-09-24,1.3339
2003-09-25,1.2782
2003-09-26,1.2945
2003-09-29,1.3327
2003-09-30,1.2964
2003-10-01,1.3008
2003-10-02,1.287
2003-10-03,1.3571
2003-10-06,1.3946
2003-10-07,1.4528
2003-10-08,1.4428
2003-10-09,1.4672
2003-10-10,1.4816
2003-10-13,1.5235
2003-10-14,1.536
2003-10-15,1.5529
2003-10-16,1.4547
2003-10-17,1.4234
2003-10-20,1.4528
2003-10-21,1.4503
2003-10-22,1.424
2003-10-23,1.4384
2003-10-24,1.414
2003-10-27,1.414
2003-10-28,1.4841
2003-10-29,1.4822
2003-10-30,1.4447
2003-10-31,1.4321
2003-11-03,1.4484
2003-11-04,1.4334
2003-11-05,1.4409
2003-11-06,1.4465
2003-11-07,1.4077
2003-11-10,1.3702
2003-11-11,1.3477
2003-11-12,1.3971
2003-11-13,1.4027
2003-11-14,1.3427
2003-11-17,1.322
2003-11-18,1.277
2003-11-19,1.2776
2003-11-20,1.2748
2003-11-21,1.2688
2003-11-24,1.3233
2003-11-25,1.2939
2003-11-26,1.2964
2003-11-28,1.3083
2003-12-01,1.3583
2003-12-02,1.3477
2003-12-03,1.3158
2003-12-04,1.3233
2003-12-05,1.3045
2003-12-08,1.317
2003-12-09,1.2795
2003-12-10,1.2751
2003-12-11,1.327
2003-12-12,1.307
2003-12-15,1.262
2003-12-16,1.2588
2003-12-17,1.2438
2003-12-18,1.2538
2003-12-19,1.2326
2003-12-22,1.2419
2003-12-23,1.2394
2003-12-24,1.277
2003-12-26,1.3001
2003-12-29,1.3233
2003-12-30,1.3314
2003-12-31,1.337
2004-01-02,1.3314
2004-01-05,1.3871
2004-01-06,1.3821
2004-01-07,1.4134
2004-01-08,1.4616
2004-01-09,1.439
2004-01-12,1.4847
2004-01-13,1.5091
2004-01-14,1.5141
2004-01-15,1.4296
2004-01-16,1.4215
2004-01-20,1.4221
2004-01-21,1.4146
2004-01-22,1.3877
2004-01-23,1.4115
2004-01-26,1.4397
2004-01-27,1.4434
2004-01-28,1.409
2004-01-29,1.419
2004-01-30,1.4115
2004-02-02,1.3965
2004-02-03,1.3927
2004-02-04,1.3633
2004-02-05,1.4027
2004-02-06,1.4209
2004-02-09,1.4182
2004-02-10,1.4378
2004-02-11,1.4891
2004-02-12,1.4847
2004-02-13,1.439
2004-02-17,1.449
2004-02-18,1.4553
2004-02-19,1.4059
2004-02-20,1.4015
2004-02-23,1.3883
2004-02-24,1.399
2004-02-25,1.4271
2004-02-26,1.4415
2004-02-27,1.4966
2004-03-01,1.5028
2004-03-02,1.4897
2004-03-03,1.4966
2004-03-04,1.5742
2004-03-05,1.673
2004-03-08,1.6267
2004-03-09,1.6955
2004-03-10,1.7318
2004-03-11,1.6987
2004-03-12,1.7243
2004-03-15,1.6549
2004-03-16,1.6155
2004-03-17,1.6386
2004-03-18,1.6061
2004-03-19,1.618
2004-03-22,1.618
2004-03-23,1.5823
2004-03-24,1.5954
2004-03-25,1.6812
2004-03-26,1.6918
2004-03-29,1.7462
2004-03-30,1.7469
2004-03-31,1.6918
2004-04-01,1.6962
2004-04-02,1.7206
2004-04-05,1.7719
2004-04-06,1.7412
2004-04-07,1.7087
2004-04-08,1.7225
2004-04-12,1.7544
2004-04-13,1.6849
2004-04-14,1.6668
2004-04-15,1.8332
2004-04-16,1.8257
2004-04-19,1.7738
2004-04-20,1.735
2004-04-21,1.735
2004-04-22,1.7381
2004-04-23,1.7331
2004-04-26,1.6974
2004-04-27,1.6855
2004-04-28,1.6549
2004-04-29,1.6749
2004-04-30,1.613
2004-05-03,1.6311
2004-05-04,1.6355
2004-05-05,1.6674
2004-05-06,1.663
2004-05-07,1.6686
2004-05-10,1.6442
2004-05-11,1.6981
2004-05-12,1.7081
2004-05-13,1.7012
2004-05-14,1.693
2004-05-17,1.6668
2004-05-18,1.693
2004-05-19,1.6561
2004-05-20,1.6711
2004-05-21,1.6962
2004-05-24,1.7106
2004-05-25,1.7775
2004-05-26,1.7838
2004-05-27,1.7625
2004-05-28,1.7556
2004-06-01,1.7556
2004-06-02,1.8094
2004-06-03,1.7769
2004-06-04,1.8007
2004-06-07,1.8651
2004-06-08,1.8989
2004-06-09,1.8895
2004-06-10,1.9233
2004-06-14,1.8845
2004-06-15,1.9202
2004-06-16,2.0484
2004-06-17,2.0528
2004-06-18,2.0591
2004-06-21,2.0228
2004-06-22,2.0647
2004-06-23,2.1085
2004-06-24,2.076
2004-06-25,2.1085
2004-06-28,2.0328
2004-06-29,2.0334
2004-06-30,2.0359
2004-07-01,2.0209
2004-07-02,1.9446
2004-07-06,1.9364
2004-07-07,1.9014
2004-07-08,1.8858
2004-07-09,1.8789
2004-07-12,1.8232
2004-07-13,1.8282
2004-07-14,1.8507
2004-07-15,2.0603
2004-07-16,2.0146
2004-07-19,2.0002
2004-07-20,2.0146
2004-07-21,1.9783
2004-07-22,1.9821
2004-07-23,1.9208
2004-07-26,1.9558
2004-07-27,2.029
2004-07-28,2.019
2004-07-29,2.0422
2004-07-30,2.0234
2004-08-02,1.9758
2004-08-03,1.9577
2004-08-04,1.989
2004-08-05,1.964
2004-08-06,1.8632
2004-08-09,1.8958
2004-08-10,1.9721
2004-08-11,1.9402
2004-08-12,1.9001
2004-08-13,1.9295
2004-08-16,1.9258
2004-08-17,1.9314
2004-08-18,1.9859
2004-08-19,1.9214
2004-08-20,1.927
2004-08-23,1.9446
2004-08-24,1.999
2004-08-25,2.0678
2004-08-26,2.1686
2004-08-27,2.1492
2004-08-30,2.1348
2004-08-31,2.1579
2004-09-01,2.2436
2004-09-02,2.2311
2004-09-03,2.2042
2004-09-07,2.2374
2004-09-08,2.2743
2004-09-09,2.2336
2004-09-10,2.2443
2004-09-13,2.2267
2004-09-14,2.2205
2004-09-15,2.2023
2004-09-16,2.2743
2004-09-17,2.3237
2004-09-20,2.3594
2004-09-21,2.3781
2004-09-22,2.31
2004-09-23,2.3318
2004-09-24,2.3331
2004-09-27,2.3481
2004-09-28,2.38
2004-09-29,2.4201
2004-09-30,2.4244
2004-10-01,2.4194
2004-10-04,2.427
2004-10-05,2.4632
2004-10-06,2.5427
2004-10-07,2.4789
2004-10-08,2.4438
2004-10-11,2.4144
2004-10-12,2.3957
2004-10-13,2.487
2004-10-14,2.8142
2004-10-15,2.8468
2004-10-18,2.9875
2004-10-19,2.9669
2004-10-20,2.97
2004-10-21,2.9994
2004-10-22,2.9663
2004-10-25,2.975
2004-10-26,3.0013
2004-10-27,3.1471
2004-10-28,3.2653
2004-10-29,3.2785
2004-11-01,3.2816
2004-11-02,3.3473
2004-11-03,3.4605
2004-11-04,3.4067
2004-11-05,3.4236
2004-11-08,3.4024
2004-11-09,3.3817
2004-11-10,3.4255
2004-11-11,3.4599
2004-11-12,3.4724
2004-11-15,3.4562
2004-11-16,3.4371
2004-11-17,3.4349
2004-11-18,3.4656
2004-11-19,3.4518
2004-11-22,3.8384
2004-11-23,3.8334
2004-11-24,4.0074
2004-11-26,4.0387
2004-11-29,4.282
2004-11-30,4.1951
2004-12-01,4.2414
2004-12-02,4.08
2004-12-03,3.9217
2004-12-06,4.1156
2004-12-07,3.9348
2004-12-08,3.9592
2004-12-09,4.0036
2004-12-10,4.0762
2004-12-13,4.0612
2004-12-14,4.085
2004-12-15,4.0831
2004-12-16,4.1667
2004-12-17,4.0662
2004-12-20,3.9242
2004-12-21,3.9849
2004-12-22,3.9886
2004-12-23,4.0049
2004-12-27,3.9517
2004-12-28,4.0155
2004-12-29,4.0318
2004-12-30,4.0543
2004-12-31,4.0293
2005-01-03,3.9598
2005-01-04,4.0005
2005-01-05,4.0355
2005-01-06,4.0387
2005-01-07,4.3327
2005-01-10,4.3146
2005-01-11,4.0393
2005-01-12,4.0956
2005-01-13,4.3671
2005-01-14,4.3922
2005-01-18,4.4203
2005-01-19,4.3721
2005-01-20,4.4084
2005-01-21,4.4103
2005-01-24,4.4272
2005-01-25,4.5079
2005-01-26,4.5204
2005-01-27,4.5448
2005-01-28,4.6287
2005-01-31,4.8114
2005-02-01,4.8508
2005-02-02,4.9822
2005-02-03,4.8683
2005-02-04,4.9327
2005-02-07,4.939
2005-02-08,5.0616
2005-02-09,4.9265
2005-02-10,4.9027
2005-02-11,5.081
2005-02-14,5.295
2005-02-15,5.5315
2005-02-16,5.6391
2005-02-17,5.494
2005-02-18,5.4314
2005-02-22,5.3363
2005-02-23,5.5202
2005-02-24,5.564
2005-02-25,5.5678
2005-02-28,5.6135
2005-03-01,5.5684
2005-03-02,5.521
2005-03-03,5.2293
2005-03-04,5.3569
2005-03-07,5.3494
2005-03-08,5.0716
2005-03-09,4.924
2005-03-10,4.984
2005-03-11,5.0391
2005-03-14,5.0454
2005-03-15,5.1254
2005-03-16,5.153
2005-03-17,5.2869
2005-03-18,5.3757
2005-03-21,5.4683
2005-03-22,5.3594
2005-03-23,5.3244
2005-03-24,5.3181
2005-03-28,5.3219
2005-03-29,5.2243
2005-03-30,5.3557
2005-03-31,5.2143
2005-04-01,5.1167
2005-04-04,5.1417
2005-04-05,5.2418
2005-04-06,5.2969
2005-04-07,5.4508
2005-04-08,5.4733
2005-04-11,5.2456
2005-04-12,5.3382
2005-04-13,5.1354
2005-04-14,4.6624
2005-04-15,4.4234
2005-04-18,4.4572
2005-04-19,4.6412
2005-04-20,4.4435
2005-04-21,4.6474
2005-04-22,4.4422
2005-04-25,4.6274
2005-04-26,4.5286
2005-04-27,4.4985
2005-04-28,4.4472
2005-04-29,4.5123
2005-05-02,4.5586
2005-05-03,4.5311
2005-05-04,4.6487
2005-05-05,4.5899
2005-05-06,4.6599
2005-05-09,4.6262
2005-05-10,4.5573
2005-05-11,4.456
2005-05-12,4.2708
2005-05-13,4.3509
2005-05-16,4.4485
2005-05-17,4.4247
2005-05-18,4.4848
2005-05-19,4.6987
2005-05-20,4.6987
2005-05-23,4.9753
2005-05-24,4.9678
2005-05-25,4.9778
2005-05-26,5.0979
2005-05-27,5.0754
2005-05-31,4.9752
2005-06-01,5.0429
2005-06-02,5.0103
2005-06-03,4.7851
2005-06-06,4.745
2005-06-07,4.5724
2005-06-08,4.6199
2005-06-09,4.7112
2005-06-10,4.481
2005-06-13,4.4923
2005-06-14,4.5048
2005-06-15,4.6462
2005-06-16,4.7525
2005-06-17,4.7938
2005-06-20,4.7062
2005-06-21,4.7375
2005-06-22,4.8239
2005-06-23,4.8664
2005-06-24,4.725
2005-06-27,4.6424
2005-06-28,4.6687
2005-06-29,4.5511
2005-06-30,4.6061
2005-07-01,4.5673
2005-07-05,4.7525
2005-07-06,4.6787
2005-07-07,4.7087
2005-07-08,4.7863
2005-07-11,4.7676
2005-07-12,4.7851
2005-07-13,4.7988
2005-07-14,5.0992
2005-07-15,5.1993
2005-07-18,5.1918
2005-07-19,5.4045
2005-07-20,5.4595
2005-07-21,5.417
2005-07-22,5.5058
2005-07-25,5.4821
2005-07-26,5.4595
2005-07-27,5.5046
2005-07-28,5.4808
2005-07-29,5.3369
2005-08-01,5.3494
2005-08-02,5.4045
2005-08-03,5.4082
2005-08-04,5.3444
2005-08-05,5.3795
2005-08-08,5.3369
2005-08-09,5.4833
2005-08-10,5.4283
2005-08-11,5.5058
2005-08-12,5.7686
2005-08-15,5.9663
2005-08-16,5.7874
2005-08-17,5.9
2005-08-18,5.7936
2005-08-19,5.7348
2005-08-22,5.7398
2005-08-23,5.7236
2005-08-24,5.7273
2005-08-25,5.7636
2005-08-26,5.7236
2005-08-29,5.7361
2005-08-30,5.8274
2005-08-31,5.8675
2005-09-01,5.7886
2005-09-02,5.7836
2005-09-06,6.1065
2005-09-07,6.0915
2005-09-08,6.2291
2005-09-09,6.4206
2005-09-12,6.4318
2005-09-13,6.3592
2005-09-14,6.2078
2005-09-15,6.2404
2005-09-16,6.4081
2005-09-19,6.587
2005-09-20,6.6558
2005-09-21,6.5207
2005-09-22,6.4944
2005-09-23,6.6571
2005-09-26,6.7371
2005-09-27,6.6871
2005-09-28,6.3918
2005-09-29,6.5495
2005-09-30,6.7084
2005-10-03,6.8122
2005-10-04,6.7259
2005-10-05,6.6045
2005-10-06,6.4694
2005-10-07,6.4193
2005-10-10,6.3029
2005-10-11,6.4556
2005-10-12,6.1628
2005-10-13,6.7246
2005-10-14,6.7572
2005-10-17,6.6871
2005-10-18,6.5332
2005-10-19,6.8748
2005-10-20,7.025
2005-10-21,6.9649
2005-10-24,7.1063
2005-10-25,7.0199
2005-10-26,7.1363
2005-10-27,6.9336
2005-10-28,6.816
2005-10-31,7.2064
2005-11-01,7.1951
2005-11-02,7.5017
2005-11-03,7.7395
2005-11-04,7.6519
2005-11-07,7.5367
2005-11-08,7.4955
2005-11-09,7.5217
2005-11-10,7.6556
2005-11-11,7.7007
2005-11-14,7.6894
2005-11-15,7.7933
2005-11-16,8.1274
2005-11-17,8.0736
2005-11-18,8.0786
2005-11-21,8.1286
2005-11-22,8.3238
2005-11-23,8.3977
2005-11-25,8.6767
2005-11-28,8.7167
2005-11-29,8.5215
2005-11-30,8.4865
2005-12-01,8.9595
2005-12-02,9.0884
2005-12-05,8.987
2005-12-06,9.2661
2005-12-07,9.2536
2005-12-08,9.2698
2005-12-09,9.3012
2005-12-12,9.3737
2005-12-13,9.3825
2005-12-14,9.0108
2005-12-15,9.0321
2005-12-16,8.8982
2005-12-19,8.932
2005-12-20,9.0233
2005-12-21,9.1973
2005-12-22,9.2623
2005-12-23,9.1785
2005-12-27,9.2886
2005-12-28,9.206
2005-12-29,8.9407
2005-12-30,8.9958
2006-01-03,9.3537
2006-01-04,9.3812
2006-01-05,9.3074
2006-01-06,9.5476
2006-01-09,9.5163
2006-01-10,10.1182
2006-01-11,10.4986
2006-01-12,10.5476
2006-01-13,10.7101
2006-01-17,10.6
2006-01-18,10.3222
2006-01-19,9.8899
2006-01-20,9.5212
2006-01-23,9.7191
2006-01-24,9.5151
2006-01-25,9.2849
2006-01-26,9.0509
2006-01-27,9.0133
2006-01-30,9.385
2006-01-31,9.4488
2006-02-01,9.4375
2006-02-02,9.0221
2006-02-03,8.9904
2006-02-06,8.4214
2006-02-07,8.459
2006-02-08,8.6104
2006-02-09,8.1274
2006-02-10,8.4227
2006-02-13,8.0973
2006-02-14,8.4646
2006-02-15,8.6617
2006-02-16,8.8306
2006-02-17,8.7956
2006-02-21,8.6442
2006-02-22,8.9245
2006-02-23,8.9783
2006-02-24,8.942
2006-02-27,8.8832
2006-02-28,8.5703
2006-03-01,8.6467
2006-03-02,8.7105
2006-03-03,8.474
2006-03-06,8.1937
2006-03-07,8.2976
2006-03-08,8.2162
2006-03-09,7.9997
2006-03-10,7.9071
2006-03-13,8.2187
2006-03-14,8.4239
2006-03-15,8.2875
2006-03-16,8.0473
2006-03-17,8.0911
2006-03-20,8.0072
2006-03-21,7.7345
2006-03-22,7.7169
2006-03-23,7.528
2006-03-24,7.503
2006-03-27,7.4467
2006-03-28,7.3465
2006-03-29,7.7995
2006-03-30,7.8521
2006-03-31,7.8483
2006-04-03,7.8396
2006-04-04,7.6544
2006-04-05,8.4102
2006-04-06,8.9145
2006-04-07,8.733
2006-04-10,8.5929
2006-04-11,8.5078
2006-04-12,8.3476
2006-04-13,8.3175
2006-04-17,8.11
2006-04-18,8.2863
2006-04-19,8.215
2006-04-20,8.4627
2006-04-21,8.3889
2006-04-24,8.2275
2006-04-25,8.28
2006-04-26,8.5278
2006-04-27,8.6792
2006-04-28,8.8081
2006-05-01,8.7092
2006-05-02,8.962
2006-05-03,8.9019
2006-05-04,8.9007
2006-05-05,8.9958
2006-05-08,8.9958
2006-05-09,8.8882
2006-05-10,8.8344
2006-05-11,8.5278
2006-05-12,8.4715
2006-05-15,8.4828
2006-05-16,8.1311
2006-05-17,8.1662
2006-05-18,7.9059
2006-05-19,8.0723
2006-05-22,7.9309
2006-05-23,7.9021
2006-05-24,7.9259
2006-05-25,8.0498
2006-05-26,7.9521
2006-05-30,7.6606
2006-05-31,7.4792
2006-06-01,7.7795
2006-06-02,7.7157
2006-06-05,7.508
2006-06-06,7.4733
2006-06-07,7.3284
2006-06-08,7.6031
2006-06-09,7.4479
2006-06-12,7.1326
2006-06-13,7.299
2006-06-14,7.2089
2006-06-15,7.4304
2006-06-16,7.2026
2006-06-19,7.1576
2006-06-20,7.1914
2006-06-21,7.2402
2006-06-22,7.4554
2006-06-23,7.3616
2006-06-26,7.3816
2006-06-27,7.1864
2006-06-28,7.0099
2006-06-29,7.3791
2006-06-30,7.1664
2006-07-03,7.2514
2006-07-05,7.1328
2006-07-06,6.9787
2006-07-07,6.9324
2006-07-10,6.8823
2006-07-11,6.9636
2006-07-12,6.627
2006-07-13,6.5382
2006-07-14,6.3405
2006-07-17,6.5532
2006-07-18,6.6195
2006-07-19,6.7697
2006-07-20,7.5705
2006-07-21,7.5981
2006-07-24,7.6857
2006-07-25,7.7492
2006-07-26,7.9922
2006-07-27,7.9334
2006-07-28,8.2075
2006-07-31,8.504
2006-08-01,8.4064
2006-08-02,8.5291
2006-08-03,8.708
2006-08-04,8.5466
2006-08-07,8.4102
2006-08-08,8.1061
2006-08-09,7.9572
2006-08-10,8.0173
2006-08-11,7.9647
2006-08-14,8.001
2006-08-15,8.3151
2006-08-16,8.5065
2006-08-17,8.4577
2006-08-18,8.4978
2006-08-21,8.3288
2006-08-22,8.4615
2006-08-23,8.4227
2006-08-24,8.4853
2006-08-25,8.6029
2006-08-28,8.3814
2006-08-29,8.3188
2006-08-30,8.3789
2006-08-31,8.4903
2006-09-01,8.5566
2006-09-05,8.9445
2006-09-06,8.763
2006-09-07,9.1097
2006-09-08,9.0746
2006-09-11,9.0721
2006-09-12,9.0884
2006-09-13,9.2849
2006-09-14,9.2811
2006-09-15,9.2723
2006-09-18,9.2461
2006-09-19,9.231
2006-09-20,9.4175
2006-09-21,9.3412
2006-09-22,9.1347
2006-09-25,9.4788
2006-09-26,9.7116
2006-09-27,9.5614
2006-09-28,9.6365
2006-09-29,9.6327
2006-10-02,9.3674
2006-10-03,9.2686
2006-10-04,9.4325
2006-10-05,9.3637
2006-10-06,9.2874
2006-10-09,9.3387
2006-10-10,9.2361
2006-10-11,9.1635
2006-10-12,9.4175
2006-10-13,9.3875
2006-10-16,9.435
2006-10-17,9.2961
2006-10-18,9.3261
2006-10-19,9.8842
2006-10-20,10.0044
2006-10-23,10.1933
2006-10-24,10.142
2006-10-25,10.2208
2006-10-26,10.2847
2006-10-27,10.0619
2006-10-30,10.0632
2006-10-31,10.1458
2006-11-01,9.9055
2006-11-02,9.883
2006-11-03,9.7966
2006-11-06,9.9743
2006-11-07,10.0744
2006-11-08,10.3172
2006-11-09,10.4286
2006-11-10,10.401
2006-11-13,10.555
2006-11-14,10.6363
2006-11-15,10.5174
2006-11-16,10.7126
2006-11-17,10.7426
2006-11-20,10.8202
2006-11-21,11.0868
2006-11-22,11.3007
2006-11-24,11.4659
2006-11-27,11.2044
2006-11-28,11.4884
2006-11-29,11.4872
2006-11-30,11.4697
2006-12-01,11.4271
2006-12-04,11.4021
2006-12-05,11.4209
2006-12-06,11.2407
2006-12-07,10.8916
2006-12-08,11.0442
2006-12-11,11.1055
2006-12-12,10.7789
2006-12-13,11.1431
2006-12-14,11.0805
2006-12-15,10.9766
2006-12-18,10.6951
2006-12-19,10.8002
2006-12-20,10.6063
2006-12-21,10.3735
2006-12-22,10.2859
2006-12-26,10.1996
2006-12-27,10.2008
2006-12-28,10.1195
2006-12-29,10.6163
2007-01-03,10.4861
2007-01-04,10.7189
2007-01-05,10.6425
2007-01-08,10.6951
2007-01-09,11.5835
2007-01-10,12.1379
2007-01-11,11.9877
2007-01-12,11.8401
2007-01-16,12.1504
2007-01-17,11.8814
2007-01-18,11.1456
2007-01-19,11.0743
2007-01-22,10.8603
2007-01-23,10.7239
2007-01-24,10.849
2007-01-25,10.7927
2007-01-26,10.6838
2007-01-29,10.7539
2007-01-30,10.7051
2007-01-31,10.7276
2007-02-01,10.6038
2007-02-02,10.605
2007-02-05,10.5036
2007-02-06,10.5299
2007-02-07,10.7802
2007-02-08,10.7839
2007-02-09,10.4198
2007-02-12,10.6213
2007-02-13,10.5987
2007-02-14,10.6738
2007-02-15,10.6626
2007-02-16,10.615
2007-02-20,10.7489
2007-02-21,11.1618
2007-02-22,11.2006
2007-02-23,11.1456
2007-02-26,11.093
2007-02-27,10.5024
2007-02-28,10.5875
2007-03-01,10.8941
2007-03-02,10.6876
2007-03-05,10.8014
2007-03-06,11.0355
2007-03-07,10.9766
2007-03-08,11.0117
2007-03-09,11.0079
2007-03-12,11.2457
2007-03-13,11.0617
2007-03-14,11.262
2007-03-15,11.2081
2007-03-16,11.2106
2007-03-19,11.4034
2007-03-20,11.4471
2007-03-21,11.7462
2007-03-22,11.7575
2007-03-23,11.7024
2007-03-26,11.994
2007-03-27,11.9452
2007-03-28,11.6674
2007-03-29,11.7312
2007-03-30,11.6261
2007-04-02,11.7187
2007-04-03,11.825
2007-04-04,11.7963
2007-04-05,11.8476
2007-04-09,11.7187
2007-04-10,11.7938
2007-04-11,11.586
2007-04-12,11.536
2007-04-13,11.292
2007-04-16,11.4409
2007-04-17,11.3057
2007-04-18,11.312
2007-04-19,11.2957
2007-04-20,11.3833
2007-04-23,11.7012
2007-04-24,11.6674
2007-04-25,11.9312
2007-04-26,12.3681
2007-04-27,12.5033
2007-04-30,12.4883
2007-05-01,12.447
2007-05-02,12.5621
2007-05-03,12.5633
